,Name,NameWithOwner,Url,UpdateAt,Num_of_Releases
0,PythonRobotics,AtsushiSakai/PythonRobotics,https://github.com/AtsushiSakai/PythonRobotics,2023-03-07T15:18:57Z,0
1,Ultra-Fast-Lane-Detection,cfzd/Ultra-Fast-Lane-Detection,https://github.com/cfzd/Ultra-Fast-Lane-Detection,2023-03-07T07:24:35Z,0
2,MotionPlanning,zhm-real/MotionPlanning,https://github.com/zhm-real/MotionPlanning,2023-03-07T07:42:02Z,0
3,l5kit,woven-planet/l5kit,https://github.com/woven-planet/l5kit,2023-02-25T13:23:59Z,0
4,SqueezeSeg,BichenWuUCB/SqueezeSeg,https://github.com/BichenWuUCB/SqueezeSeg,2023-02-08T03:04:06Z,0
5,Cam2BEV,ika-rwth-aachen/Cam2BEV,https://github.com/ika-rwth-aachen/Cam2BEV,2023-03-07T08:32:10Z,0
6,pylot,erdos-project/pylot,https://github.com/erdos-project/pylot,2023-03-06T12:46:19Z,6
7,RTM3D,maudzung/RTM3D,https://github.com/maudzung/RTM3D,2023-03-04T05:56:40Z,0
8,UrbanLoco,weisongwen/UrbanLoco,https://github.com/weisongwen/UrbanLoco,2023-03-04T13:57:18Z,0
9,LearningByCheating,dotchen/LearningByCheating,https://github.com/dotchen/LearningByCheating,2023-03-01T10:03:34Z,0
10,autodrome,vojtamolda/autodrome,https://github.com/vojtamolda/autodrome,2023-01-05T00:37:07Z,0
11,CVPR2023-3D-Occupancy-Prediction,CVPR2023-3D-Occupancy-Prediction/CVPR2023-3D-Occupancy-Prediction,https://github.com/CVPR2023-3D-Occupancy-Prediction/CVPR2023-3D-Occupancy-Prediction,2023-03-07T16:25:47Z,0
12,waymo-motion-prediction-challenge-2022-multipath-plus-plus,stepankonev/waymo-motion-prediction-challenge-2022-multipath-plus-plus,https://github.com/stepankonev/waymo-motion-prediction-challenge-2022-multipath-plus-plus,2023-03-07T09:10:00Z,0
13,vision3d,jhultman/vision3d,https://github.com/jhultman/vision3d,2023-01-25T18:03:16Z,0
14,av2-api,argoverse/av2-api,https://github.com/argoverse/av2-api,2023-03-04T00:20:34Z,3
15,BtcDet,Xharlie/BtcDet,https://github.com/Xharlie/BtcDet,2023-03-04T16:57:27Z,0
16,BeamNGpy,BeamNG/BeamNGpy,https://github.com/BeamNG/BeamNGpy,2023-03-05T18:33:58Z,0
17,Carla_iLQR_MPC,YukunXia/Carla_iLQR_MPC,https://github.com/YukunXia/Carla_iLQR_MPC,2023-02-07T15:38:54Z,0
18,Automatic-Parking,Pandas-Team/Automatic-Parking,https://github.com/Pandas-Team/Automatic-Parking,2023-03-02T07:06:54Z,1
19,Error-State-Extended-Kalman-Filter,enginBozkurt/Error-State-Extended-Kalman-Filter,https://github.com/enginBozkurt/Error-State-Extended-Kalman-Filter,2023-02-08T08:08:36Z,0
20,MultiAgentTORCS,abhisheknaik96/MultiAgentTORCS,https://github.com/abhisheknaik96/MultiAgentTORCS,2022-12-11T03:01:21Z,0
21,CoBEVT,DerrickXuNu/CoBEVT,https://github.com/DerrickXuNu/CoBEVT,2023-03-06T12:01:26Z,0
22,PGP,nachiket92/PGP,https://github.com/nachiket92/PGP,2023-03-07T02:17:15Z,0
23,GndNet,anshulpaigwar/GndNet,https://github.com/anshulpaigwar/GndNet,2023-03-06T12:19:29Z,0
24,RCNN-Vehicle-Tracking-Lane-Detection,tj27-vkr/RCNN-Vehicle-Tracking-Lane-Detection,https://github.com/tj27-vkr/RCNN-Vehicle-Tracking-Lane-Detection,2022-11-21T15:04:43Z,0
25,gsnet,lkeab/gsnet,https://github.com/lkeab/gsnet,2023-03-05T04:49:20Z,0
26,SelfDrivingRCCar,sidroopdaska/SelfDrivingRCCar,https://github.com/sidroopdaska/SelfDrivingRCCar,2023-01-27T11:14:06Z,0
27,WIMP,wqi/WIMP,https://github.com/wqi/WIMP,2023-03-02T08:31:39Z,1
28,SelfDrivingCarsControlDesign,enginBozkurt/SelfDrivingCarsControlDesign,https://github.com/enginBozkurt/SelfDrivingCarsControlDesign,2023-03-04T08:11:43Z,0
29,MIT-Driverless-CV-TrainingInfra,cv-core/MIT-Driverless-CV-TrainingInfra,https://github.com/cv-core/MIT-Driverless-CV-TrainingInfra,2023-02-18T08:47:09Z,0
30,Tonic,mmajewsk/Tonic,https://github.com/mmajewsk/Tonic,2023-03-04T10:30:06Z,0
31,Waymo_Kitti_Adapter,Yao-Shao/Waymo_Kitti_Adapter,https://github.com/Yao-Shao/Waymo_Kitti_Adapter,2023-01-18T20:02:52Z,0
32,RRPN,mrnabati/RRPN,https://github.com/mrnabati/RRPN,2023-03-07T03:14:26Z,0
33,ld-lsi,fabvio/ld-lsi,https://github.com/fabvio/ld-lsi,2023-01-31T00:20:53Z,0
34,carla-training-data,enginBozkurt/carla-training-data,https://github.com/enginBozkurt/carla-training-data,2023-02-21T00:42:25Z,0
35,drift_drl,caipeide/drift_drl,https://github.com/caipeide/drift_drl,2023-03-04T06:01:00Z,0
36,autonomous_driving,StatueFungus/autonomous_driving,https://github.com/StatueFungus/autonomous_driving,2023-02-23T23:30:41Z,0
37,OGC,vLAR-group/OGC,https://github.com/vLAR-group/OGC,2023-03-05T10:38:30Z,0
38,pyMHT,erikliland/pyMHT,https://github.com/erikliland/pyMHT,2023-02-27T04:09:21Z,4
39,Attentional-PointNet,anshulpaigwar/Attentional-PointNet,https://github.com/anshulpaigwar/Attentional-PointNet,2023-02-10T13:21:15Z,0
40,TuSimple-lane-classes,fabvio/TuSimple-lane-classes,https://github.com/fabvio/TuSimple-lane-classes,2023-02-06T11:51:30Z,0
41,rc_car_ros,GigaFlopsis/rc_car_ros,https://github.com/GigaFlopsis/rc_car_ros,2023-02-06T20:52:40Z,0
42,Voof,antoninodimaggio/Voof,https://github.com/antoninodimaggio/Voof,2022-11-10T03:47:09Z,0
43,SCUTTLE,scuttlerobot/SCUTTLE,https://github.com/scuttlerobot/SCUTTLE,2023-01-11T12:11:21Z,0
44,shift-dev,SysCV/shift-dev,https://github.com/SysCV/shift-dev,2023-03-02T05:27:10Z,0
45,DeepTL-Lane-Change-Classification,Ekim-Yurtsever/DeepTL-Lane-Change-Classification,https://github.com/Ekim-Yurtsever/DeepTL-Lane-Change-Classification,2023-02-02T08:17:36Z,0
46,fastreg,eduardohenriquearnold/fastreg,https://github.com/eduardohenriquearnold/fastreg,2023-02-19T12:37:50Z,0
47,AdvancedLaneDetection,KushalBKusram/AdvancedLaneDetection,https://github.com/KushalBKusram/AdvancedLaneDetection,2023-03-06T11:48:47Z,0
48,Radar-RGB-Attentive-Multimodal-Object-Detection,RituYadav92/Radar-RGB-Attentive-Multimodal-Object-Detection,https://github.com/RituYadav92/Radar-RGB-Attentive-Multimodal-Object-Detection,2023-02-16T18:40:54Z,0
49,PyLidar3,lakshmanmallidi/PyLidar3,https://github.com/lakshmanmallidi/PyLidar3,2023-01-04T17:11:01Z,3
50,constrained_attention_filter,ahmdtaha/constrained_attention_filter,https://github.com/ahmdtaha/constrained_attention_filter,2022-08-05T14:16:27Z,0
51,wasr_network,bborja/wasr_network,https://github.com/bborja/wasr_network,2023-02-26T13:54:30Z,0
52,monstereo,vita-epfl/monstereo,https://github.com/vita-epfl/monstereo,2023-01-31T09:12:23Z,2
53,burro,yconst/burro,https://github.com/yconst/burro,2023-01-28T10:51:22Z,1
54,LaneGCN_ref,zhaone/LaneGCN_ref,https://github.com/zhaone/LaneGCN_ref,2023-03-02T07:47:44Z,0
55,simobility,sash-ko/simobility,https://github.com/sash-ko/simobility,2022-10-01T20:51:19Z,2
56,catvehicle,jmscslgroup/catvehicle,https://github.com/jmscslgroup/catvehicle,2022-11-17T07:06:22Z,1
57,glcapsnet,javiermcebrian/glcapsnet,https://github.com/javiermcebrian/glcapsnet,2022-09-16T23:23:17Z,0
58,cyber_record,daohu527/cyber_record,https://github.com/daohu527/cyber_record,2023-03-06T02:22:28Z,2
59,NPSN,InhwanBae/NPSN,https://github.com/InhwanBae/NPSN,2023-02-14T07:38:07Z,0
60,Trajformer,Manojbhat09/Trajformer,https://github.com/Manojbhat09/Trajformer,2023-01-10T00:19:39Z,0
61,CARLA_Motion_Planning_for_Self-Driving_Cars_Project,yymmaa0000/CARLA_Motion_Planning_for_Self-Driving_Cars_Project,https://github.com/yymmaa0000/CARLA_Motion_Planning_for_Self-Driving_Cars_Project,2023-02-15T19:10:48Z,0
62,ai-driver-safety,prasad-kumkar/ai-driver-safety,https://github.com/prasad-kumkar/ai-driver-safety,2023-02-10T15:17:47Z,0
63,Monocular-Vehicle-Localization,tj27-vkr/Monocular-Vehicle-Localization,https://github.com/tj27-vkr/Monocular-Vehicle-Localization,2022-04-03T08:57:37Z,0
64,GPGraph,InhwanBae/GPGraph,https://github.com/InhwanBae/GPGraph,2023-01-15T08:39:45Z,0
65,stretchbev,kaanakan/stretchbev,https://github.com/kaanakan/stretchbev,2023-03-07T12:14:27Z,1
66,lyft-motion-prediction-for-autonomous-vehicle,JerryIshihara/lyft-motion-prediction-for-autonomous-vehicle,https://github.com/JerryIshihara/lyft-motion-prediction-for-autonomous-vehicle,2023-01-24T00:51:04Z,0
67,detection-attributes-fields,vita-epfl/detection-attributes-fields,https://github.com/vita-epfl/detection-attributes-fields,2023-02-17T00:54:40Z,0
68,ESP32-Autonomous-car,rakesh-i/ESP32-Autonomous-car,https://github.com/rakesh-i/ESP32-Autonomous-car,2023-02-16T16:35:52Z,0
69,Model-Predictive-Control-Carla,abwerby/Model-Predictive-Control-Carla,https://github.com/abwerby/Model-Predictive-Control-Carla,2023-03-01T16:36:35Z,0
70,tctb,intelaligent/tctb,https://github.com/intelaligent/tctb,2022-11-23T12:40:01Z,1
71,AutoLabeler,MankaranSingh/AutoLabeler,https://github.com/MankaranSingh/AutoLabeler,2022-10-21T09:13:28Z,0
72,DDRNets,hamidriasat/DDRNets,https://github.com/hamidriasat/DDRNets,2023-02-24T06:40:26Z,0
73,Argus,khaledsabry97/Argus,https://github.com/khaledsabry97/Argus,2023-03-05T19:43:52Z,0
74,RONELD-Lane-Detection,czming/RONELD-Lane-Detection,https://github.com/czming/RONELD-Lane-Detection,2022-11-26T18:17:34Z,0
75,Stereo-3D-Object-Detection-for-Autonomous-Driving,srinu6/Stereo-3D-Object-Detection-for-Autonomous-Driving,https://github.com/srinu6/Stereo-3D-Object-Detection-for-Autonomous-Driving,2023-02-13T08:50:45Z,0
76,AutonomousRobots-Kalman-Filter,mftnakrsu/AutonomousRobots-Kalman-Filter,https://github.com/mftnakrsu/AutonomousRobots-Kalman-Filter,2022-07-18T06:18:30Z,0
77,DeepEye,thayerAlshaabi/DeepEye,https://github.com/thayerAlshaabi/DeepEye,2023-02-02T06:07:04Z,0
78,Trajectory-Detection-Web-services,Ahuratus/Trajectory-Detection-Web-services,https://github.com/Ahuratus/Trajectory-Detection-Web-services,2022-09-17T12:03:25Z,0
79,carla-rl,bhairavmehta95/carla-rl,https://github.com/bhairavmehta95/carla-rl,2022-10-01T06:45:51Z,0
80,ssdf-nncore,HCMUS-ROBOTICS/ssdf-nncore,https://github.com/HCMUS-ROBOTICS/ssdf-nncore,2022-10-12T03:10:46Z,0
81,buzzmobile,gtagency/buzzmobile,https://github.com/gtagency/buzzmobile,2023-03-03T22:22:01Z,0
82,QUTMS_Driverless,QUT-Motorsport/QUTMS_Driverless,https://github.com/QUT-Motorsport/QUTMS_Driverless,2023-02-10T01:23:45Z,0
83,TatamiRacer,covao/TatamiRacer,https://github.com/covao/TatamiRacer,2023-02-13T00:02:11Z,0
84,Self-Driving-Car,dhairyaostwal/Self-Driving-Car,https://github.com/dhairyaostwal/Self-Driving-Car,2022-07-01T06:36:35Z,0
85,PCLSegmentation,ika-rwth-aachen/PCLSegmentation,https://github.com/ika-rwth-aachen/PCLSegmentation,2022-09-28T13:57:15Z,3
86,comprehensive_simulation_traffic_analysis_software,shanto268/comprehensive_simulation_traffic_analysis_software,https://github.com/shanto268/comprehensive_simulation_traffic_analysis_software,2023-02-17T08:44:03Z,0
87,Lasernet,atyshka/Lasernet,https://github.com/atyshka/Lasernet,2023-02-15T06:20:51Z,0
88,kaggle-lyft-motion-pred,Fkaneko/kaggle-lyft-motion-pred,https://github.com/Fkaneko/kaggle-lyft-motion-pred,2023-03-06T00:16:33Z,0
89,IntersectionControl,julesdehon/IntersectionControl,https://github.com/julesdehon/IntersectionControl,2023-01-30T14:54:06Z,2
90,SCADC-DepthCompletion,choyingw/SCADC-DepthCompletion,https://github.com/choyingw/SCADC-DepthCompletion,2023-03-06T09:25:19Z,0
91,HEVEN_AutonomousCar_2018,Jueun-Park/HEVEN_AutonomousCar_2018,https://github.com/Jueun-Park/HEVEN_AutonomousCar_2018,2022-12-11T13:41:06Z,0
92,DynEnv,szemenyeim/DynEnv,https://github.com/szemenyeim/DynEnv,2023-02-16T09:21:12Z,5
93,mini-datasets,jadnohra/mini-datasets,https://github.com/jadnohra/mini-datasets,2023-01-31T22:53:18Z,0
94,ScanBot_ECS,ndouard/ScanBot_ECS,https://github.com/ndouard/ScanBot_ECS,2022-12-16T08:04:13Z,0
95,density_planner,MIT-REALM/density_planner,https://github.com/MIT-REALM/density_planner,2023-03-01T01:36:39Z,0
96,NaSch_CA_Traffic_Flow_Analysis_Software,shanto268/NaSch_CA_Traffic_Flow_Analysis_Software,https://github.com/shanto268/NaSch_CA_Traffic_Flow_Analysis_Software,2023-02-17T12:08:32Z,0
97,Autonomous-Car-Simulation-Based-on-AVIS-Engine-FIRA-2021,Pandas-Team/Autonomous-Car-Simulation-Based-on-AVIS-Engine-FIRA-2021,https://github.com/Pandas-Team/Autonomous-Car-Simulation-Based-on-AVIS-Engine-FIRA-2021,2023-01-16T08:24:21Z,0
98,lp-ocr,rtharungowda/lp-ocr,https://github.com/rtharungowda/lp-ocr,2022-11-16T15:24:47Z,0
99,talkycars-thesis,muety/talkycars-thesis,https://github.com/muety/talkycars-thesis,2023-01-31T07:18:23Z,0
100,Freespace_Segmentation-Ford_Otosan_Intern,recepayddogdu/Freespace_Segmentation-Ford_Otosan_Intern,https://github.com/recepayddogdu/Freespace_Segmentation-Ford_Otosan_Intern,2022-10-13T18:46:38Z,0
101,pycyber,daohu527/pycyber,https://github.com/daohu527/pycyber,2023-01-30T11:02:40Z,1
102,AirSim-PyTorch-Drone-DDQN-Agent,batuhan3526/AirSim-PyTorch-Drone-DDQN-Agent,https://github.com/batuhan3526/AirSim-PyTorch-Drone-DDQN-Agent,2023-03-04T13:16:45Z,0
103,Dynamic-CIL-Driving,heshameraqi/Dynamic-CIL-Driving,https://github.com/heshameraqi/Dynamic-CIL-Driving,2022-12-15T00:50:10Z,0
104,Self-Driving-Car-Projects,Geniussh/Self-Driving-Car-Projects,https://github.com/Geniussh/Self-Driving-Car-Projects,2022-08-02T13:26:26Z,0
105,End-to-End-Self-Driving-Car,Ansheel9/End-to-End-Self-Driving-Car,https://github.com/Ansheel9/End-to-End-Self-Driving-Car,2023-02-08T20:48:08Z,0
106,capstone-project,tokyo-drift/capstone-project,https://github.com/tokyo-drift/capstone-project,2021-12-02T14:22:36Z,0
107,lane_detection,aelmiger/lane_detection,https://github.com/aelmiger/lane_detection,2022-10-07T18:42:09Z,0
108,BiSeNetV2,hamidriasat/BiSeNetV2,https://github.com/hamidriasat/BiSeNetV2,2023-02-24T06:40:34Z,0
109,aws-autonomous-driving-data-lake-ros-bag-scene-detection-pipeline,aws-samples/aws-autonomous-driving-data-lake-ros-bag-scene-detection-pipeline,https://github.com/aws-samples/aws-autonomous-driving-data-lake-ros-bag-scene-detection-pipeline,2023-01-10T16:06:45Z,0
110,ANTI-CARLA,scope-lab-vu/ANTI-CARLA,https://github.com/scope-lab-vu/ANTI-CARLA,2023-01-31T12:25:22Z,0
111,PIDNet,hamidriasat/PIDNet,https://github.com/hamidriasat/PIDNet,2023-02-24T06:40:28Z,0
112,ASVPathPlanningGA,Mariuspy/ASVPathPlanningGA,https://github.com/Mariuspy/ASVPathPlanningGA,2023-02-01T02:48:26Z,0
113,self-driving-car-simulator,benjaminykim/self-driving-car-simulator,https://github.com/benjaminykim/self-driving-car-simulator,2022-03-08T09:46:36Z,0
114,Semantic-Segmentation-using-Fully-Convolutional-Networks,mohamedameen93/Semantic-Segmentation-using-Fully-Convolutional-Networks,https://github.com/mohamedameen93/Semantic-Segmentation-using-Fully-Convolutional-Networks,2022-10-21T10:45:38Z,0
115,SemDisc,vita-epfl/SemDisc,https://github.com/vita-epfl/SemDisc,2023-01-22T08:07:41Z,0
116,Project-Intelligent-Car,UvinduW/Project-Intelligent-Car,https://github.com/UvinduW/Project-Intelligent-Car,2021-09-30T20:49:57Z,0
117,Rambo,naiveHobo/Rambo,https://github.com/naiveHobo/Rambo,2019-11-20T02:48:25Z,0
118,Randoms,PrieureDeSion/Randoms,https://github.com/PrieureDeSion/Randoms,2023-03-05T03:59:22Z,0
119,speed_estimation,NeilNie/speed_estimation,https://github.com/NeilNie/speed_estimation,2021-11-24T13:59:16Z,0
120,Autonomous-Vehicles-Adaptive-Cruise-Control,kochlisGit/Autonomous-Vehicles-Adaptive-Cruise-Control,https://github.com/kochlisGit/Autonomous-Vehicles-Adaptive-Cruise-Control,2023-02-23T12:25:45Z,0
121,cdoa-localization,herolab-uga/cdoa-localization,https://github.com/herolab-uga/cdoa-localization,2023-02-26T02:09:28Z,0
122,GAIS-Net,choyingw/GAIS-Net,https://github.com/choyingw/GAIS-Net,2022-03-29T02:24:29Z,0
123,DeepCollision,simplexity-lab/DeepCollision,https://github.com/simplexity-lab/DeepCollision,2023-01-22T22:12:47Z,0
124,VeIGAN,nuneslu/VeIGAN,https://github.com/nuneslu/VeIGAN,2022-02-22T09:07:45Z,0
125,Lane-Detection-for-Autonomous-Navigation-Classical-Method-,Vijayhiga/Lane-Detection-for-Autonomous-Navigation-Classical-Method-,https://github.com/Vijayhiga/Lane-Detection-for-Autonomous-Navigation-Classical-Method-,2022-02-22T09:13:39Z,0
126,nissanleaf-lgsvl,szenergy/nissanleaf-lgsvl,https://github.com/szenergy/nissanleaf-lgsvl,2022-11-30T10:18:47Z,1
127,kalman-filter-localization,raghuramshankar/kalman-filter-localization,https://github.com/raghuramshankar/kalman-filter-localization,2023-01-11T15:24:40Z,0
128,Motion_Planning_CARLA,NekSfyris/Motion_Planning_CARLA,https://github.com/NekSfyris/Motion_Planning_CARLA,2022-11-22T23:02:47Z,0
129,av1tenth,av-mae-uf/av1tenth,https://github.com/av-mae-uf/av1tenth,2023-01-09T19:24:51Z,0
130,RL-Autonomous-Networking,andreabac3/RL-Autonomous-Networking,https://github.com/andreabac3/RL-Autonomous-Networking,2021-12-27T10:03:31Z,0
131,DataGAN,srianumakonda/DataGAN,https://github.com/srianumakonda/DataGAN,2022-10-11T21:46:32Z,0
132,Autonomouscar,dineshresearch/Autonomouscar,https://github.com/dineshresearch/Autonomouscar,2022-12-29T13:35:00Z,0
133,Drivable-Road-Region-Detection-and-Steering-Angle-Estimation-Method,aatiibutt/Drivable-Road-Region-Detection-and-Steering-Angle-Estimation-Method,https://github.com/aatiibutt/Drivable-Road-Region-Detection-and-Steering-Angle-Estimation-Method,2022-12-10T00:33:42Z,0
134,YOLOER_V1,HassanBinHaroon/YOLOER_V1,https://github.com/HassanBinHaroon/YOLOER_V1,2023-03-03T00:03:22Z,0
135,semantic_segmentation,filippogiruzzi/semantic_segmentation,https://github.com/filippogiruzzi/semantic_segmentation,2022-07-08T12:52:33Z,0
136,SelfDrivingProject_MiniTesla,HaiderAbasi/SelfDrivingProject_MiniTesla,https://github.com/HaiderAbasi/SelfDrivingProject_MiniTesla,2023-03-03T07:03:45Z,3
137,behavioral_cloning_for_vehicle_steering,pierluigiferrari/behavioral_cloning_for_vehicle_steering,https://github.com/pierluigiferrari/behavioral_cloning_for_vehicle_steering,2022-05-30T07:32:30Z,0
138,Lane-and-Vehicle-Detection,rknambiar/Lane-and-Vehicle-Detection,https://github.com/rknambiar/Lane-and-Vehicle-Detection,2022-07-05T14:12:54Z,0
